estacion_origen,estacion_destino,troncal_origen,troncal_destino,id_trazado_origen,id_trazado_destino,distancia_km_real,area_origen_m2,area_destino_m2,capacidad_origen,capacidad_destino,accesos_origen,accesos_destino,misma_troncal,hora_viaje,dia_semana,hora_pico,lluvia,nivel_retraso
El Tiempo – Cámara de Comercio de Bogotá,CC Paseo Villa del Río - Madelena,El_Dorado,Autopista_Sur,TZ016,TZ010,8.83,289.44,357.0,240,204,1,1,0,23,2,0,1,Alto
Portal Sur - JFK Coop. Financiera,Normandía,Autopista_Sur,El_Dorado,TZ010,TZ016,10.14,0.0,318.09,228,260,2,1,0,23,6,0,0,Medio
Quirigua,Bicentenario,Calle_80,Carrera_10,TZ005,TZ018,12.88,183.0,733.04,152,384,1,1,0,19,4,1,1,Alto
Normandía,AV. 39,El_Dorado,Caracas,TZ016,TZ001,6.81,318.09,644.0,260,312,1,2,0,5,5,0,0,Bajo
La Castellana,San Mateo - CC Unisur,NQS,Soacha,TZ008,TZ011,18.54,657.2,492.8,232,424,1,3,0,15,3,0,0,Medio
Portal 80,Socorro,Calle_80,Caracas_Sur,TZ005,TZ012,16.23,0.0,329.6,165,200,1,1,0,17,1,1,0,Alto
Calle 142,San Martín,Norte,Suba,TZ002,TZ003,5.91,663.27,357.48,180,192,1,1,0,5,2,0,1,Medio
Ricaurte - NQS,AV. 1 Mayo,NQS,Carrera_10,TZ008,TZ018,3.86,996.188,869.28,392,384,2,2,0,6,6,0,0,Bajo
Marsella,Alcalá – Colegio S. Tomás Dominicos,Américas,Norte,TZ009,TZ002,13.4,521.145,820.76,320,392,1,2,0,4,6,0,0,Bajo
Minuto de Dios,SENA,Calle_80,Autopista_Sur,TZ005,TZ010,11.26,576.0,400.04,296,304,1,1,0,14,1,0,0,Medio
Las Aguas - Centro Colombo Americano,Danubio,Eje_Ambiental,Usme,TZ015,TZ013,8.76,0.0,996.0,120,304,3,2,0,15,3,0,1,Alto
Carrera 43 - Comapan,Mazurén,Américas,Norte,TZ009,TZ002,13.71,385.8,552.416,168,248,2,1,0,14,4,0,0,Medio
Pradera - Plaza Central,Perdomo,Américas,Autopista_Sur,TZ009,TZ010,6.29,268.83,396.96,200,200,1,1,0,9,5,0,0,Medio
Calle 127,Calle 26,Norte,Caracas,TZ002,TZ001,9.98,418.28,638.82,200,0,1,2,0,16,4,0,1,Medio
AV. Chile,Banderas,NQS,Américas,TZ008,TZ009,8.8,694.56,0.0,344,608,2,2,0,5,5,0,0,Medio
Puente Aranda,San Facon Carrera 22,Américas,Américas,TZ009,TZ009,2.66,356.8,520.64,168,272,1,2,1,14,2,0,1,Bajo
CDS - Carrera 32,CAN,Américas,El_Dorado,TZ009,TZ016,3.46,385.72,289.44,168,260,2,1,0,16,2,0,0,Bajo
Calle 19,Quinta Paredes,Caracas,El_Dorado,TZ001,TZ016,3.76,638.715,289.47,320,260,2,1,0,23,3,0,1,Medio
AV. 68,Calle 63,Calle_80,Caracas,TZ005,TZ001,4.55,576.0,656.6,296,0,1,2,0,11,0,0,0,Medio
General Santander,Avenida Rojas - UNISALESIANA,Autopista_Sur,El_Dorado,TZ010,TZ016,7.95,0.0,531.51,404,320,1,1,0,13,5,0,1,Medio
Portal 20 de Julio,Suba - Calle 100,Carrera_10,Suba,TZ018,TZ003,13.96,0.0,357.56,350,304,1,1,0,9,0,0,0,Medio
San Mateo - CC Unisur,CAD,Soacha,NQS,TZ011,TZ008,14.07,492.8,520.28,424,272,3,2,0,17,2,1,1,Alto
Carrera 47,Tygua - San José,Calle_80,Calle_13,TZ005,TZ007,8.84,620.0,486.68,304,228,1,2,0,18,2,1,0,Medio
Temporal Calle 57,Centro Memoria,Caracas,El_Dorado,TZ001,TZ016,2.76,526.365,520.04,320,260,2,2,0,4,6,0,0,Bajo
Virrey,Escuela Militar,Norte,Calle_80,TZ002,TZ005,1.2,773.12,488.0,352,272,1,1,0,23,0,0,0,Bajo
Las Aguas - Centro Colombo Americano,Ciudad Universitaria - Lotería de Bogotá,Eje_Ambiental,El_Dorado,TZ015,TZ016,3.57,0.0,522.68,120,260,3,2,0,17,5,0,0,Medio
7 de Agosto,San Victorino,NQS,Carrera_10,TZ008,TZ018,6.26,492.92,791.2,260,384,1,2,0,6,0,1,0,Medio
Carrera 43 - Comapan,Calle 187,Américas,Norte,TZ009,TZ002,16.86,385.8,122.7,168,152,2,1,0,19,4,1,0,Alto
Carrera 90,Escuela Militar,Calle_80,Calle_80,TZ005,TZ005,5.03,568.6,488.0,304,272,1,1,1,5,2,0,0,Bajo
AV. 1 Mayo,Carrera 53,Carrera_10,Calle_80,TZ018,TZ005,11.8,869.28,183.0,384,152,2,1,0,21,2,0,0,Medio
NQS - Calle 38A S,Quirigua,Autopista_Sur,Calle_80,TZ010,TZ005,12.67,615.8,183.0,212,152,1,1,0,8,4,1,0,Alto
Museo del Oro,Puente Aranda,Eje_Ambiental,Américas,TZ015,TZ009,4.45,0.0,356.8,144,168,2,1,0,23,3,0,0,Medio
Portal Sur - JFK Coop. Financiera,Universidades – CityU,Autopista_Sur,El_Dorado,TZ010,TZ016,11.34,0.0,491.4,228,260,2,2,0,12,6,0,0,Medio
Calle 72,Museo del Oro,Caracas,Eje_Ambiental,TZ001,TZ015,6.46,734.52,0.0,0,144,2,2,0,14,0,0,0,Medio
Museo Nacional,Parque,Carrera_7,Tunal,TZ019,TZ014,9.0,0.0,0.0,240,60,1,2,0,8,6,0,0,Medio
Portal Sur - JFK Coop. Financiera,Carrera 43 - Comapan,Autopista_Sur,Américas,TZ010,TZ009,8.05,0.0,385.8,228,168,2,2,0,17,2,1,0,Alto
Toberin - Foundever,Calle 146,Norte,Norte,TZ002,TZ002,1.72,1206.0,345.2,552,248,1,1,1,21,5,0,0,Bajo
7 de Agosto,Mandalay,NQS,Américas,TZ008,TZ009,7.64,492.92,347.115,260,240,1,1,0,8,4,1,0,Medio
Ciudad Jardín - UAN,Socorro,Carrera_10,Caracas_Sur,TZ018,TZ012,4.33,433.12,329.6,264,200,1,1,0,16,1,0,0,Medio
Calle 187,Mandalay,Norte,Américas,TZ002,TZ009,18.23,122.7,347.115,152,240,1,1,0,22,0,0,0,Medio
Prado,Las Nieves,Norte,Carrera_10,TZ002,TZ018,12.3,592.0,520.4,248,264,1,2,0,12,3,0,0,Bajo
Country Sur,AV. 1 Mayo,Carrera_10,Carrera_10,TZ018,TZ018,0.82,461.24,869.28,264,384,2,2,1,13,1,0,0,Bajo
Salitre - El Greco,Country Sur,El_Dorado,Carrera_10,TZ016,TZ018,8.84,289.44,461.24,260,264,1,2,0,9,6,0,0,Medio
CDS - Carrera 32,Tygua - San José,Américas,Calle_13,TZ009,TZ007,1.91,385.72,486.68,168,228,2,2,0,11,1,0,0,Bajo
Minuto de Dios,7 de Agosto,Calle_80,NQS,TZ005,TZ008,4.68,576.0,492.92,296,260,1,1,0,17,4,1,0,Medio
21 Ángeles,Patio Bonito,Suba,Américas,TZ003,TZ009,14.68,376.6,896.4,144,304,1,2,0,5,0,0,1,Alto
Terreros - Hospital Cardio Vascular,San Facon Carrera 22,Soacha,Américas,TZ011,TZ009,12.71,358.0,520.64,356,272,1,2,0,21,3,0,0,Medio
Terreros - Hospital Cardio Vascular,San Mateo - CC Unisur,Soacha,Soacha,TZ011,TZ011,0.74,358.0,492.8,356,424,1,3,1,21,6,0,0,Bajo
Corferias,21 Ángeles,El_Dorado,Suba,TZ016,TZ003,11.29,424.28,376.6,252,144,1,1,0,19,0,1,0,Alto
Calle 40 Sur,Portal Norte – Unicervantes,Caracas_Sur,Norte,TZ012,TZ002,21.51,719.68,0.0,392,210,2,1,0,20,5,0,0,Alto
Calle 26,Quirigua,Caracas,Calle_80,TZ001,TZ005,10.81,638.82,183.0,0,152,2,1,0,9,5,0,0,Medio
Portal El Dorado – C.C. Nuestro Bogotá,San Diego,El_Dorado,Carrera_10,TZ016,TZ018,9.61,0.0,1392.36,216,288,1,2,0,8,6,0,0,Medio
Ciudad Jardín - UAN,Portal 80,Carrera_10,Calle_80,TZ018,TZ005,14.44,433.12,0.0,264,165,1,1,0,7,3,1,0,Medio
Danubio,Calle 161,Usme,Norte,TZ013,TZ002,23.48,996.0,517.86,304,96,2,1,0,21,6,0,1,Alto
Portal El Dorado – C.C. Nuestro Bogotá,Guatoque - Veraguas,El_Dorado,Calle_13,TZ016,TZ007,9.1,0.0,415.2,216,240,1,1,0,9,2,0,1,Medio
Santa Lucía,Alcalá – Colegio S. Tomás Dominicos,Caracas_Sur,Norte,TZ012,TZ002,18.57,486.24,820.76,272,392,2,2,0,8,3,1,0,Alto
Bicentenario,San Bernardo,Carrera_10,Carrera_10,TZ018,TZ018,0.51,733.04,462.84,384,264,1,2,1,17,5,0,0,Bajo
Quinta Paredes,Calle 127,El_Dorado,Norte,TZ016,TZ002,8.62,289.47,418.28,260,200,1,1,0,16,4,0,0,Medio
Portal Suba,General Santander,Suba,Autopista_Sur,TZ003,TZ010,17.48,0.0,0.0,304,404,1,1,0,12,3,0,0,Alto
Mazurén,Ricaurte - CL 13,Norte,Américas,TZ002,TZ009,14.27,552.416,736.8,248,312,1,2,0,15,4,0,0,Bajo
Nariño,Calle 72,Caracas_Sur,Caracas,TZ012,TZ001,8.75,353.96,734.52,144,0,1,2,0,7,5,0,0,Alto
Gobernación,Comuneros,El_Dorado,Autopista_Sur,TZ016,TZ010,4.31,289.47,520.64,260,252,1,2,0,12,1,0,0,Medio
Country Sur,Venecia,Carrera_10,Autopista_Sur,TZ018,TZ010,5.57,461.24,423.72,264,204,2,1,0,19,2,1,0,Medio
Gobernación,Quinta Paredes,El_Dorado,El_Dorado,TZ016,TZ016,0.7,289.47,289.47,260,260,1,1,1,22,0,0,0,Bajo
AV. 39,Avenida Rojas - UNISALESIANA,Caracas,El_Dorado,TZ001,TZ016,5.91,644.0,531.51,312,320,2,1,0,13,5,0,0,Bajo
Transversal 86,AV. 1 Mayo,Américas,Carrera_10,TZ009,TZ018,9.08,347.13,869.28,240,384,1,2,0,7,6,0,1,Medio
Corferias,León XIII,El_Dorado,Soacha,TZ016,TZ011,12.38,424.28,358.0,252,224,1,1,0,5,0,0,1,Alto
Alcalá – Colegio S. Tomás Dominicos,Calle 76 - San Felipe,Norte,Caracas,TZ002,TZ001,6.55,820.76,637.875,392,320,2,2,0,22,4,0,0,Bajo
De La Sabana,AV. Jiménez - CL 13,Américas,Eje_Ambiental,TZ009,TZ015,0.41,385.88,0.0,168,272,2,1,0,10,5,0,0,Bajo
Hospital,Granja - Kr 77,Caracas_Sur,Calle_80,TZ012,TZ005,11.63,369.48,1540.0,96,392,2,2,0,9,6,0,0,Alto
Guatoque - Veraguas,AV. Chile,Calle_13,NQS,TZ007,TZ008,7.27,415.2,694.56,240,344,1,2,0,23,3,0,1,Bajo
Puentelargo,Hortúa,Suba,Caracas_Sur,TZ003,TZ012,11.69,357.44,401.8,200,192,1,2,0,22,4,0,0,Medio
San Facon Carrera 22,Consuelo,Américas,Caracas_Sur,TZ009,TZ012,6.87,520.64,326.28,272,192,2,1,0,15,3,0,1,Medio
Quirigua,Paloquemao,Calle_80,NQS,TZ005,TZ008,10.21,183.0,491.4,152,272,1,1,0,6,2,1,0,Medio
Bicentenario,Quirigua,Carrera_10,Calle_80,TZ018,TZ005,12.88,733.04,183.0,384,152,1,1,0,7,6,0,0,Medio
San Facon Carrera 22,Calle 72,Américas,Caracas,TZ009,TZ001,6.05,520.64,734.52,272,0,2,2,0,16,4,0,1,Medio
Las Aguas - Centro Colombo Americano,Calle 75 - Zona M,Eje_Ambiental,NQS,TZ015,TZ008,7.52,0.0,463.24,120,272,3,1,0,16,0,0,0,Medio
7 de Agosto,Calle 100 - Marketmedios,NQS,Norte,TZ008,TZ002,3.7,492.92,814.44,260,392,1,2,0,15,1,0,1,Bajo
Portal 80,Corferias,Calle_80,El_Dorado,TZ005,TZ016,8.71,0.0,424.28,165,252,1,1,0,7,6,0,0,Medio
Universidades – CityU,AV. Cali,El_Dorado,Calle_80,TZ016,TZ005,11.48,491.4,568.6,260,304,2,1,0,10,4,0,0,Bajo
Suba - AV. Boyacá,Calle 63,Suba,Caracas,TZ003,TZ001,8.18,707.0,656.6,144,0,2,2,0,8,2,1,0,Alto
Gobernación,Calle 100 - Marketmedios,El_Dorado,Norte,TZ016,TZ002,6.28,289.47,814.44,260,392,1,2,0,17,6,0,0,Bajo
De La Sabana,AV. Jiménez - Caracas,Américas,Caracas,TZ009,TZ001,0.33,385.88,631.155,168,288,2,2,0,18,4,1,0,Medio
Portal Usme,Perdomo,Usme,Autopista_Sur,TZ013,TZ010,8.73,0.0,396.96,210,200,1,1,0,10,4,0,0,Medio
Socorro,San Mateo - CC Unisur,Caracas_Sur,Soacha,TZ012,TZ011,9.16,329.6,492.8,200,424,1,3,0,11,3,0,0,Medio
Restrepo,CAD,Caracas_Sur,NQS,TZ012,TZ008,5.0,480.68,520.28,200,272,2,2,0,14,2,0,0,Medio
Polo - FINCOMERCIO,Humedal Córdoba,Calle_80,Suba,TZ005,TZ003,4.13,880.0,357.6,360,156,1,1,0,17,3,1,0,Medio
Calle 187,El Tiempo – Cámara de Comercio de Bogotá,Norte,El_Dorado,TZ002,TZ016,13.62,122.7,289.44,152,240,1,1,0,19,3,1,0,Medio
Santa Isabel,Calle 127,Autopista_Sur,Norte,TZ010,TZ002,12.64,357.04,418.28,240,200,1,1,0,4,1,0,1,Alto
CAD,Venecia,NQS,Autopista_Sur,TZ008,TZ010,7.18,520.28,423.72,272,204,2,1,0,8,5,0,1,Medio
Transversal 86,Ciudad Jardín - UAN,Américas,Carrera_10,TZ009,TZ018,9.0,347.13,433.12,240,264,1,1,0,20,0,0,0,Medio
Portal 20 de Julio,Quinta Paredes,Carrera_10,El_Dorado,TZ018,TZ016,7.99,0.0,289.47,350,260,1,1,0,12,4,0,1,Medio
AV. 1 Mayo,La Despensa,Carrera_10,Soacha,TZ018,TZ011,10.65,869.28,358.0,384,224,2,1,0,15,5,0,1,Alto
Molinos,Salitre - El Greco,Caracas_Sur,El_Dorado,TZ012,TZ016,10.67,432.48,289.44,304,260,2,1,0,15,1,0,0,Medio
Centro Memoria,Normandía,El_Dorado,El_Dorado,TZ016,TZ016,6.78,520.04,318.09,260,260,2,1,1,10,5,0,0,Bajo
Carrera 43 - Comapan,Suba - Calle 100,Américas,Suba,TZ009,TZ003,8.23,385.8,357.56,168,304,2,1,0,23,6,0,0,Medio
Suba - Calle 100,Calle 63,Suba,Caracas,TZ003,TZ001,4.29,357.56,656.6,304,0,1,2,0,21,0,0,0,Medio
NQS - Calle 30 S,Restrepo,Autopista_Sur,Caracas_Sur,TZ010,TZ012,2.32,358.48,480.68,232,200,1,2,0,8,4,1,1,Alto
Concejo de Bogotá,AV. 39,El_Dorado,Caracas,TZ016,TZ001,1.29,491.52,644.0,260,312,1,2,0,15,1,0,0,Bajo
Venecia,Socorro,Autopista_Sur,Caracas_Sur,TZ010,TZ012,3.92,423.72,329.6,204,200,1,1,0,16,1,0,0,Medio
Olaya,Portal Norte – Unicervantes,Caracas_Sur,Norte,TZ012,TZ002,20.69,307.28,0.0,296,210,1,1,0,4,6,0,1,Alto
AV. Américas - AV. Boyacá,Concejo de Bogotá,Américas,El_Dorado,TZ009,TZ016,6.0,347.145,491.52,272,260,1,1,0,23,4,0,1,Medio
León XIII,Suba - Calle 116,Soacha,Suba,TZ011,TZ003,18.12,358.0,386.4,224,200,1,1,0,20,5,0,0,Alto
Danubio,Temporal Marly,Usme,Caracas,TZ013,TZ001,12.04,996.0,594.44,304,320,2,2,0,5,4,0,0,Medio
AV. ElDorado,Biblioteca Tintal,NQS,Américas,TZ008,TZ009,8.84,192.4,896.4,260,304,1,2,0,5,0,0,0,Medio
Ferias,Hospital,Calle_80,Caracas_Sur,TZ005,TZ012,10.66,183.0,369.48,152,96,1,2,0,16,6,0,0,Alto
AV. ElDorado,Virrey,NQS,Norte,TZ008,TZ002,5.55,192.4,773.12,260,352,1,1,0,11,3,0,0,Bajo
NQS - Calle 38A S,Quinta Paredes,Autopista_Sur,El_Dorado,TZ010,TZ016,5.93,615.8,289.47,212,260,1,1,0,15,2,0,0,Medio
De La Sabana,Modelia,Américas,El_Dorado,TZ009,TZ016,8.67,385.88,288.87,168,260,2,1,0,14,4,0,0,Medio
Patio Bonito,Biblioteca Tintal,Américas,Américas,TZ009,TZ009,0.79,896.4,896.4,304,304,2,2,1,22,1,0,0,Bajo
Country Sur,Portal Tunal,Carrera_10,Tunal,TZ018,TZ014,4.51,461.24,0.0,264,152,2,2,0,7,6,0,0,Bajo
Temporal Calle 57,Policarpa,Caracas,Carrera_10,TZ001,TZ018,6.75,526.365,494.72,320,264,2,2,0,9,4,0,0,Bajo
Niza - Calle 127,Temporal Calle 22,Suba,Caracas,TZ003,TZ001,11.35,374.24,642.95,200,320,2,2,0,6,6,0,0,Medio
Puente Aranda,NQS - Calle 30 S,Américas,Autopista_Sur,TZ009,TZ010,3.73,356.8,358.48,168,232,1,1,0,8,3,1,0,Alto
Campín - UAN,Suba - Calle 116,NQS,Suba,TZ008,TZ003,6.07,491.28,386.4,272,200,2,1,0,13,1,0,0,Bajo
Escuela Militar,Biblioteca,Calle_80,Tunal,TZ005,TZ014,13.49,488.0,0.0,272,60,1,1,0,17,2,1,1,Alto
Venecia,Calle 40 Sur,Autopista_Sur,Caracas_Sur,TZ010,TZ012,3.33,423.72,719.68,204,392,1,2,0,10,5,0,0,Medio
Terreros - Hospital Cardio Vascular,Alcalá – Colegio S. Tomás Dominicos,Soacha,Norte,TZ011,TZ002,22.03,358.0,820.76,356,392,1,2,0,10,4,0,1,Alto
Mazurén,Quirigua,Norte,Calle_80,TZ002,TZ005,7.29,552.416,183.0,248,152,1,1,0,10,0,0,0,Bajo
Transversal 86,Nariño,Américas,Caracas_Sur,TZ009,TZ012,8.36,347.13,353.96,240,144,1,1,0,16,2,0,0,Alto
Temporal Calle 57,AV. 39,Caracas,Caracas,TZ001,TZ001,1.82,526.365,644.0,320,312,2,2,1,13,1,0,0,Bajo
Temporal Marly,Universidades – CityU,Caracas,El_Dorado,TZ001,TZ016,3.66,594.44,491.4,320,260,2,2,0,8,1,1,0,Medio
Bosa,Portal Américas,Autopista_Sur,Américas,TZ010,TZ009,3.72,504.32,0.0,272,342,2,1,0,8,5,0,0,Medio
Ciudad Jardín - UAN,Country Sur,Carrera_10,Carrera_10,TZ018,TZ018,1.45,433.12,461.24,264,264,1,2,1,6,1,1,0,Bajo
Perdomo,La Castellana,Autopista_Sur,NQS,TZ010,TZ008,14.24,396.96,657.2,200,232,1,1,0,23,0,0,0,Medio
Calle 45 - American School Way,Las Aguas - Centro Colombo Americano,Caracas,Eje_Ambiental,TZ001,TZ015,3.21,638.89,0.0,320,120,2,3,0,15,1,0,0,Medio
Alcalá – Colegio S. Tomás Dominicos,Zona Industrial,Norte,Américas,TZ002,TZ009,12.37,820.76,385.16,392,168,2,2,0,15,5,0,0,Medio
Virrey,SENA,Norte,Autopista_Sur,TZ002,TZ010,10.45,773.12,400.04,352,304,1,1,0,9,0,0,0,Medio
Museo Nacional,Tercer Milenio,Carrera_7,Caracas,TZ019,TZ001,2.5,0.0,644.0,240,320,1,2,0,9,0,0,0,Bajo
Nariño,Banderas,Caracas_Sur,Américas,TZ012,TZ009,7.62,353.96,0.0,144,608,1,2,0,16,3,0,0,Alto
Concejo de Bogotá,Portal Usme,El_Dorado,Usme,TZ016,TZ013,11.34,491.52,0.0,260,210,1,1,0,16,5,0,0,Medio
NQS - Calle 30 S,Héroes,Autopista_Sur,Norte,TZ010,TZ002,10.35,358.48,669.6,232,264,1,1,0,6,4,1,1,Alto
CDS - Carrera 32,Héroes,Américas,Norte,TZ009,TZ002,6.88,385.72,669.6,168,264,2,1,0,16,6,0,0,Bajo
Molinos,Calle 40 Sur,Caracas_Sur,Caracas_Sur,TZ012,TZ012,2.09,432.48,719.68,304,392,2,2,1,17,1,1,1,Medio
Puentelargo,Alcalá – Colegio S. Tomás Dominicos,Suba,Norte,TZ003,TZ002,3.55,357.44,820.76,200,392,1,2,0,13,4,0,0,Bajo
Portal Sur - JFK Coop. Financiera,Calle 146,Autopista_Sur,Norte,TZ010,TZ002,19.93,0.0,345.2,228,248,2,1,0,18,2,1,0,Alto
AV. Chile,De La Sabana,NQS,Américas,TZ008,TZ009,6.82,694.56,385.88,344,168,2,2,0,4,3,0,0,Bajo
Calle 106 - Maletas Explora,Toberin - Foundever,Norte,Norte,TZ002,TZ002,6.0,627.42,1206.0,248,552,1,1,1,14,6,0,0,Bajo
Hortúa,Hospital,Caracas_Sur,Caracas_Sur,TZ012,TZ012,0.65,401.8,369.48,192,96,2,2,1,4,3,0,0,Medio
Terreros - Hospital Cardio Vascular,Avenida Rojas - UNISALESIANA,Soacha,El_Dorado,TZ011,TZ016,12.92,358.0,531.51,356,320,1,1,0,10,2,0,1,Alto
Las Nieves,Carrera 47,Carrera_10,Calle_80,TZ018,TZ005,7.97,520.4,620.0,264,304,2,1,0,21,3,0,0,Bajo
Terminal,San Diego,Norte,Carrera_10,TZ002,TZ018,17.83,146.37,1392.36,152,288,1,2,0,23,1,0,1,Medio
Biblioteca,AV. Boyacá,Tunal,Calle_80,TZ014,TZ005,14.56,0.0,672.6,60,304,1,1,0,18,1,1,0,Alto
AV. Cali,Virrey,Calle_80,Norte,TZ005,TZ002,5.44,568.6,773.12,304,352,1,1,0,23,0,0,0,Bajo
21 Ángeles,Calle 72,Suba,Caracas,TZ003,TZ001,8.84,376.6,734.52,144,0,1,2,0,14,2,0,0,Medio
Portal 80,NQS - Calle 38A S,Calle_80,Autopista_Sur,TZ005,TZ010,12.98,0.0,615.8,165,212,1,1,0,21,6,0,1,Alto
La Campiña,Centro Memoria,Suba,El_Dorado,TZ003,TZ016,13.69,357.24,520.04,352,260,1,2,0,9,0,0,0,Medio
Policarpa,Toberin - Foundever,Carrera_10,Norte,TZ018,TZ002,18.34,494.72,1206.0,264,552,2,1,0,5,5,0,0,Medio
Portal Sur - JFK Coop. Financiera,Pepe Sierra,Autopista_Sur,Norte,TZ010,TZ002,16.92,0.0,418.48,228,200,2,1,0,6,0,1,1,Alto
Calle 72,Bosa,Caracas,Autopista_Sur,TZ001,TZ010,14.86,734.52,504.32,0,272,2,2,0,5,5,0,1,Alto
Campín - UAN,León XIII,NQS,Soacha,TZ008,TZ011,14.0,491.28,358.0,272,224,2,1,0,18,6,0,1,Alto
Alquería,Universidades – CityU,Autopista_Sur,El_Dorado,TZ010,TZ016,7.51,357.0,491.4,204,260,1,2,0,8,4,1,0,Alto
La Campiña,Ricaurte - NQS,Suba,NQS,TZ003,TZ008,14.57,357.24,996.188,352,392,1,2,0,23,3,0,1,Medio
Universidades – CityU,Suba - AV. Boyacá,El_Dorado,Suba,TZ016,TZ003,12.99,491.4,707.0,260,144,2,2,0,6,4,1,0,Alto
Banderas,AV. ElDorado,Américas,NQS,TZ009,TZ008,7.3,0.0,192.4,608,260,2,1,0,6,3,1,0,Medio
Santa Lucía,Las Aguas - Centro Colombo Americano,Caracas_Sur,Eje_Ambiental,TZ012,TZ015,7.16,486.24,0.0,272,120,2,3,0,6,5,0,1,Alto
Danubio,Calle 85,Usme,Norte,TZ013,TZ002,15.83,996.0,865.68,304,320,2,1,0,23,1,0,0,Medio
Calle 100 - Marketmedios,Terreros - Hospital Cardio Vascular,Norte,Soacha,TZ002,TZ011,18.94,814.44,358.0,392,356,2,1,0,20,0,0,1,Alto
Suba - Calle 100,Gratamira,Suba,Suba,TZ003,TZ003,4.64,357.56,357.4,304,144,1,1,1,10,3,0,0,Bajo
Granja - Kr 77,San Victorino,Calle_80,Carrera_10,TZ005,TZ018,11.1,1540.0,791.2,392,384,2,2,0,22,5,0,1,Medio
Calle 75 - Zona M,Molinos,NQS,Caracas_Sur,TZ008,TZ012,13.77,463.24,432.48,272,304,1,2,0,22,3,0,1,Medio
CC Paseo Villa del Río - Madelena,Carrera 90,Autopista_Sur,Calle_80,TZ010,TZ005,13.37,357.0,568.6,204,304,1,1,0,4,0,0,0,Medio
Calle 85,Granja - Kr 77,Norte,Calle_80,TZ002,TZ005,5.02,865.68,1540.0,320,392,1,2,0,14,4,0,0,Bajo
Banderas,Biblioteca,Américas,Tunal,TZ009,TZ014,6.99,0.0,0.0,608,60,2,1,0,5,3,0,1,Medio
Mazurén,Calle 63,Norte,Caracas,TZ002,TZ001,9.74,552.416,656.6,248,0,1,2,0,13,1,0,0,Medio
La Despensa,Hortúa,Soacha,Caracas_Sur,TZ011,TZ012,10.86,358.0,401.8,224,192,1,2,0,5,6,0,1,Alto
Biblioteca,AV. ElDorado,Tunal,NQS,TZ014,TZ008,8.74,0.0,192.4,60,260,1,1,0,4,0,0,0,Medio
AV. Américas - AV. Boyacá,Biblioteca,Américas,Tunal,TZ009,TZ014,6.66,347.145,0.0,272,60,1,1,0,22,4,0,0,Medio
Temporal Marly,Danubio,Caracas,Usme,TZ001,TZ013,12.04,594.44,996.0,320,304,2,2,0,4,6,0,0,Medio
Toberin - Foundever,Calle 19,Norte,Caracas,TZ002,TZ001,15.73,1206.0,638.715,552,320,1,2,0,19,1,1,1,Alto
21 Ángeles,Distrito Grafiti,Suba,Américas,TZ003,TZ009,12.44,376.6,347.145,144,272,1,1,0,18,1,1,0,Alto
Santa Isabel,AV. Américas - AV. Boyacá,Autopista_Sur,Américas,TZ010,TZ009,4.72,357.04,347.145,240,272,1,1,0,6,3,1,0,Alto
Portal Américas,Concejo de Bogotá,Américas,El_Dorado,TZ009,TZ016,10.29,0.0,491.52,342,260,1,1,0,22,4,0,0,Medio
21 Ángeles,Calle 45 - American School Way,Suba,Caracas,TZ003,TZ001,11.66,376.6,638.89,144,320,1,2,0,15,0,0,0,Medio
AV. ElDorado,Zona Industrial,NQS,Américas,TZ008,TZ009,2.38,192.4,385.16,260,168,1,2,0,15,5,0,1,Medio
Corferias,Bicentenario,El_Dorado,Carrera_10,TZ016,TZ018,4.56,424.28,733.04,252,384,1,1,0,7,6,0,0,Bajo
Ciudad Universitaria - Lotería de Bogotá,Zona Industrial,El_Dorado,Américas,TZ016,TZ009,2.05,522.68,385.16,260,168,2,2,0,15,5,0,1,Medio
Calle 26,Distrito Grafiti,Caracas,Américas,TZ001,TZ009,4.54,638.82,347.145,0,272,2,1,0,17,3,1,0,Alto
Calle 19,Calle 161,Caracas,Norte,TZ001,TZ002,15.25,638.715,517.86,320,96,2,1,0,16,4,0,0,Medio
Calle 76 - San Felipe,AV. ElDorado,Caracas,NQS,TZ001,TZ008,4.15,637.875,192.4,320,260,2,1,0,4,3,0,0,Bajo
Escuela Militar,CC Paseo Villa del Río - Madelena,Calle_80,Autopista_Sur,TZ005,TZ010,13.07,488.0,357.0,272,204,1,1,0,4,2,0,0,Medio
Alcalá – Colegio S. Tomás Dominicos,Temporal Calle 22,Norte,Caracas,TZ002,TZ001,12.64,820.76,642.95,392,320,2,2,0,11,4,0,1,Medio
Universidades – CityU,Ricaurte - CL 13,El_Dorado,Américas,TZ016,TZ009,2.73,491.4,736.8,260,312,2,2,0,8,0,1,1,Medio
Temporal Calle 57,Museo Nacional,Caracas,Carrera_7,TZ001,TZ019,3.11,526.365,0.0,320,240,2,1,0,21,2,0,0,Bajo
Puentelargo,Hospital,Suba,Caracas_Sur,TZ003,TZ012,11.14,357.44,369.48,200,96,1,2,0,20,2,0,0,Alto
Polo - FINCOMERCIO,Restrepo,Calle_80,Caracas_Sur,TZ005,TZ012,10.65,880.0,480.68,360,200,1,2,0,12,3,0,1,Medio
Calle 161,Calle 100 - Marketmedios,Norte,Norte,TZ002,TZ002,6.53,517.86,814.44,96,392,1,2,1,5,6,0,0,Bajo
